Latitude: 33.737  Longitude: -117.7
X & Y on Lambert Conformal Conic: -1573263.43 -764511.83
Tile: 11012
Elevation: 454 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
2015,115,5.25,15.55,10.71
2015,116,0.00,21.32,9.32
2015,117,0.00,28.57,12.71
2015,118,0.00,31.32,15.00
2015,119,0.00,33.06,16.36
2015,120,0.00,31.62,17.20
2015,121,0.00,31.53,17.08
2015,122,0.00,27.97,13.57
2015,123,0.00,23.64,11.76
2015,124,0.00,21.62,10.55
2015,125,0.00,18.72,10.32
2015,126,0.00,18.96,10.93
2015,127,15.37,16.37,8.73
2015,128,7.67,13.95,7.89
2015,129,0.00,16.73,9.52
2015,130,0.00,23.99,10.17
2015,131,0.00,25.49,13.36
2015,132,0.00,21.82,10.55
2015,133,0.00,20.18,9.63
2015,134,16.52,17.19,8.98
2015,135,4.89,17.45,9.57
2015,136,0.00,18.90,9.84
2015,137,0.00,20.25,10.41
2015,138,0.00,20.02,10.77
2015,139,0.00,20.88,10.79
2015,140,0.00,21.61,11.27
2015,141,0.00,18.80,11.73
2015,142,0.00,16.24,10.93
2015,143,0.00,18.64,11.38
2015,144,0.00,18.84,11.72
2015,145,0.00,19.60,11.66
2015,146,0.00,22.68,12.57
2015,147,0.00,23.10,12.66
2015,148,0.00,25.30,12.18
2015,149,0.00,26.41,14.11
2015,150,0.00,26.94,15.22
2015,151,0.00,24.35,14.24
2015,152,0.00,25.55,13.85
2015,153,0.00,24.58,13.33
2015,154,0.00,23.91,12.92
2015,155,0.00,21.13,12.90
2015,156,0.00,21.95,12.41
2015,157,0.00,23.99,12.17
2015,158,0.00,28.58,13.66
2015,159,0.00,33.42,16.82
2015,160,0.00,29.82,16.95
2015,161,0.00,25.58,15.58
2015,162,0.00,24.11,15.03
2015,163,0.00,22.79,14.87
2015,164,0.00,22.82,14.57
2015,165,0.00,27.44,15.43
2015,166,0.00,29.42,16.42
2015,167,0.00,28.79,16.70
2015,168,0.00,28.95,16.57
2015,169,0.00,30.50,17.05
2015,170,0.00,31.29,16.94
2015,171,0.00,30.53,17.13
2015,172,0.00,27.72,17.13
2015,173,0.00,29.34,17.01
2015,174,0.00,30.20,16.63
2015,175,0.00,30.37,17.13
2015,176,0.00,30.32,17.14
2015,177,0.00,30.40,17.81
2015,178,0.00,28.11,17.79
2015,179,0.00,33.59,19.98
2015,180,0.00,32.36,20.15
2015,181,0.00,33.19,19.43
2015,182,0.00,28.76,19.72
2015,183,0.00,30.44,19.45
2015,184,0.00,29.37,17.77
2015,185,0.00,26.91,16.07
2015,186,0.00,25.56,15.74
2015,187,0.00,25.78,15.47
2015,188,0.00,25.45,15.27
2015,189,0.00,24.76,15.36
2015,190,0.00,23.25,15.09
2015,191,0.00,24.23,14.58
2015,192,0.00,26.35,14.39
2015,193,0.00,28.74,15.59
2015,194,0.00,30.04,16.84
2015,195,0.00,28.77,16.17
2015,196,0.00,28.36,15.74
2015,197,0.00,27.97,15.99
2015,198,0.00,30.43,17.12
2015,199,8.25,27.76,17.31
2015,200,21.22,30.46,18.97
2015,201,0.00,27.60,19.32
2015,202,0.00,25.05,19.18
2015,203,0.00,27.00,18.17
2015,204,0.00,28.50,17.72
2015,205,0.00,30.18,18.21
2015,206,0.00,31.46,19.03
2015,207,0.00,28.96,17.24
2015,208,0.00,27.66,15.93
2015,209,0.00,29.68,17.63
2015,210,0.00,29.92,18.93
2015,211,0.00,31.13,19.60
2015,212,0.00,31.15,19.17
2015,213,0.00,29.34,18.10
2015,214,0.00,29.52,18.07
2015,215,0.00,30.36,17.90
2015,216,0.00,31.91,18.90
2015,217,0.00,33.97,19.84
2015,218,0.00,29.97,17.97
2015,219,0.00,27.10,16.96
2015,220,0.00,27.04,16.05
2015,221,0.00,26.07,15.24
2015,222,0.00,26.77,15.57
2015,223,0.00,27.85,15.02
2015,224,0.00,33.20,16.97
2015,225,0.00,34.69,20.79
2015,226,0.00,36.16,21.45
2015,227,0.00,36.87,22.24
2015,228,0.00,36.83,20.96
2015,229,0.00,30.46,18.95
2015,230,0.00,28.64,18.62
2015,231,0.00,27.88,17.00
2015,232,0.00,28.45,17.20
2015,233,0.00,27.69,16.82
2015,234,0.00,28.86,17.24
2015,235,0.00,30.51,18.12
2015,236,0.00,31.29,19.23
2015,237,0.00,30.52,20.79
2015,238,0.00,33.73,21.87
2015,239,0.00,35.33,21.55
2015,240,0.00,36.53,22.83
2015,241,0.00,34.80,21.75
2015,242,0.00,31.63,19.93
2015,243,0.00,29.02,17.81
2015,244,0.00,28.00,16.81
2015,245,0.00,27.35,16.29
2015,246,0.00,26.51,15.47
2015,247,0.00,26.04,15.49
2015,248,0.00,28.37,14.87
2015,249,0.00,32.42,17.89
2015,250,0.00,33.97,21.39
2015,251,0.00,36.98,22.52
2015,252,3.30,37.05,23.17
2015,253,0.00,34.39,23.57
2015,254,0.00,34.40,22.73
2015,255,0.00,33.39,22.69
2015,256,0.00,31.96,20.17
2015,257,19.14,27.34,18.71
2015,258,37.70,23.88,17.85
2015,259,0.00,24.16,16.45
2015,260,0.00,26.55,15.66
2015,261,0.00,31.31,17.39
2015,262,0.00,32.29,19.95
2015,263,0.00,37.51,21.61
2015,264,0.00,30.32,20.13
2015,265,0.00,28.67,18.67
2015,266,0.00,31.11,18.59
2015,267,0.00,33.44,20.31
2015,268,0.00,34.07,20.47
2015,269,0.00,33.30,20.98
2015,270,0.00,32.32,19.78
2015,271,0.00,31.39,19.89
2015,272,0.00,30.06,17.81
2015,273,0.00,31.59,18.29
2015,274,0.00,29.85,17.69
2015,275,0.00,26.95,16.27
2015,276,1.69,27.37,16.08
2015,277,10.29,19.94,14.02
2015,278,0.00,21.03,13.52
2015,279,0.00,24.56,14.18
2015,280,0.00,27.98,16.35
2015,281,0.00,32.00,18.45
2015,282,0.00,36.64,20.98
2015,283,0.00,36.08,22.97
2015,284,0.00,35.27,21.93
2015,285,0.00,32.77,21.81
2015,286,0.00,31.58,21.41
2015,287,0.00,30.79,20.68
2015,288,0.00,26.04,18.96
2015,289,0.00,24.16,18.10
2015,290,0.00,26.78,18.30
2015,291,0.00,24.32,16.86
2015,292,0.00,22.02,15.61
2015,293,0.00,24.52,14.47
2015,294,0.00,26.16,15.74
2015,295,0.00,25.48,15.57
2015,296,0.00,28.16,15.41
2015,297,0.00,30.35,17.42
2015,298,0.00,28.44,18.05
2015,299,0.00,30.29,16.66
2015,300,0.00,29.37,16.45
2015,301,0.00,26.12,16.83
2015,302,0.00,26.48,15.39
2015,303,0.00,27.69,17.19
2015,304,0.00,30.38,16.71
2015,305,0.00,29.21,15.57
2015,306,10.37,23.30,11.99
2015,307,0.00,17.53,9.72
2015,308,0.00,18.46,9.28
2015,309,0.00,20.25,8.76
2015,310,0.00,22.36,11.00
2015,311,0.00,24.68,13.61
2015,312,0.00,24.09,10.97
2015,313,0.00,17.88,11.61
2015,314,0.00,17.27,9.44
2015,315,0.00,21.67,8.18
2015,316,0.00,22.96,9.47
2015,317,0.00,24.75,11.50
2015,318,0.00,24.48,10.84
2015,319,0.00,19.19,8.71
2015,320,0.00,16.11,7.16
2015,321,0.00,21.26,7.68
2015,322,0.00,24.53,9.84
2015,323,0.00,27.09,11.86
2015,324,0.00,27.43,13.58
2015,325,0.00,27.93,15.61
2015,326,0.00,28.39,14.44
2015,327,0.00,25.97,12.55
2015,328,4.22,20.67,10.80
2015,329,0.00,14.31,8.21
2015,330,0.00,14.61,7.57
2015,331,0.00,14.36,6.87
2015,332,0.00,15.62,6.93
2015,333,0.00,17.66,8.16
2015,334,0.00,18.68,6.32
2015,335,0.00,20.31,7.01
2015,336,0.00,24.46,10.27
2015,337,0.00,24.41,10.14
2015,338,0.00,18.16,9.19
2015,339,0.00,24.00,8.42
2015,340,0.00,24.88,11.68
2015,341,0.00,25.73,11.53
2015,342,0.00,26.36,13.45
2015,343,0.00,24.57,12.77
2015,344,2.28,19.82,10.37
2015,345,3.96,14.33,8.61
2015,346,0.00,16.73,5.87
2015,347,6.34,17.08,6.99
2015,348,0.00,13.38,5.23
2015,349,0.00,13.56,4.05
2015,350,0.00,15.23,5.97
2015,351,0.00,17.66,5.36
2015,352,0.00,20.87,7.50
2015,353,8.14,17.48,7.25
2015,354,0.00,14.12,6.35
2015,355,18.89,15.47,6.37
2015,356,18.96,14.16,10.72
2015,357,0.00,16.23,9.72
2015,358,0.00,15.35,7.32
2015,359,0.00,14.16,5.75
2015,360,0.00,12.49,4.58
2015,361,0.00,15.24,5.12
2015,362,0.00,12.26,3.10
2015,363,0.00,14.60,4.58
2015,364,0.00,15.79,4.77
2015,365,0.00,15.52,6.16
2016,1,0.00,16.21,6.03
2016,2,0.00,17.57,6.55
2016,3,0.00,16.25,7.05
2016,4,2.60,17.52,10.16
2016,5,32.90,12.58,9.13
2016,6,34.40,11.26,7.21
2016,7,5.27,11.44,6.73
2016,8,0.00,14.16,5.34
2016,9,0.00,13.54,6.41
2016,10,0.00,14.14,7.66
2016,11,0.00,16.05,8.04
2016,12,0.00,19.49,6.16
2016,13,0.00,17.46,5.93
2016,14,0.00,16.39,8.09
2016,15,0.00,14.80,8.21
2016,16,0.00,17.34,9.10
2016,17,0.00,19.87,9.34
2016,18,0.00,16.55,9.97
2016,19,1.03,16.78,10.24
2016,20,0.00,18.80,11.55
2016,21,0.00,22.78,11.13
2016,22,0.00,20.52,10.20
2016,23,0.00,16.44,8.97
2016,24,0.00,17.20,7.97
2016,25,0.00,19.02,8.39
2016,26,0.00,20.66,10.94
2016,27,0.00,20.87,9.67
2016,28,0.00,21.68,9.36
2016,29,0.00,20.89,10.10
2016,30,5.15,16.15,10.23
2016,31,15.76,12.60,7.06
2016,32,0.00,12.54,4.81
2016,33,0.00,13.98,3.04
2016,34,0.00,15.38,5.27
2016,35,0.00,18.77,6.81
2016,36,0.00,21.66,10.38
2016,37,0.00,23.18,11.17
2016,38,0.00,25.54,12.26
2016,39,0.00,26.67,17.28
2016,40,0.00,28.80,15.28
2016,41,0.00,28.29,14.15
2016,42,0.00,27.79,13.70
2016,43,0.00,28.05,13.12
2016,44,0.00,24.10,11.89
2016,45,0.00,26.54,11.90
2016,46,0.00,28.80,17.27
2016,47,0.00,30.08,14.69
2016,48,7.38,24.30,10.77
2016,49,2.79,18.33,10.88
2016,50,0.00,19.08,9.52
2016,51,0.00,20.42,7.25
2016,52,0.00,21.52,7.40
2016,53,0.00,25.10,11.32
2016,54,0.00,26.37,12.18
2016,55,0.00,25.47,12.94
2016,56,0.00,26.11,12.02
2016,57,0.00,25.75,11.64
2016,58,0.00,23.47,12.21
2016,59,0.00,23.47,12.37
2016,60,0.00,25.11,12.69
2016,61,0.00,25.74,12.44
2016,62,0.00,22.93,12.26
2016,63,0.00,22.87,11.98
2016,64,0.00,20.92,9.67
2016,65,11.02,18.86,11.77
2016,66,9.28,16.21,9.98
2016,67,7.36,12.47,6.77
2016,68,0.00,18.91,6.39
2016,69,0.00,21.34,9.75
2016,70,0.00,24.07,12.50
2016,71,16.21,18.44,8.67
2016,72,0.00,15.95,7.26
2016,73,2.82,16.57,8.39
2016,74,1.78,18.27,11.56
2016,75,0.00,24.36,10.86
2016,76,0.00,27.67,13.48
2016,77,0.00,25.68,13.02
2016,78,0.00,23.36,12.05
2016,79,0.00,22.02,12.16
2016,80,0.00,23.04,11.35
2016,81,0.00,20.75,10.80
2016,82,0.00,19.43,10.17
2016,83,0.00,23.24,9.35
2016,84,0.00,25.67,11.24
2016,85,0.00,24.71,11.12
2016,86,0.00,23.21,10.98
2016,87,0.00,21.99,11.77
2016,88,2.33,16.09,9.16
2016,89,0.00,16.21,6.75
2016,90,0.00,16.22,7.01
2016,91,0.00,20.07,7.78
2016,92,0.00,21.46,9.62
2016,93,0.00,25.00,11.78
2016,94,0.00,25.18,12.82
2016,95,0.00,25.97,13.03
2016,96,0.00,28.87,13.00
2016,97,0.00,29.27,13.32
2016,98,2.90,18.65,13.08
2016,99,5.23,15.34,12.30
2016,100,3.15,15.81,11.93
2016,101,3.10,18.35,11.36
2016,102,0.00,21.78,10.88
2016,103,0.00,21.42,11.54
2016,104,0.00,21.80,10.75
2016,105,0.00,20.45,10.48
2016,106,0.00,22.66,10.16
2016,107,0.00,27.09,15.04
2016,108,0.00,29.31,13.92
2016,109,0.00,30.11,14.92
2016,110,0.00,30.37,16.37
2016,111,0.00,29.65,15.31
2016,112,0.00,27.33,13.76
2016,113,0.00,23.28,11.76
2016,114,0.00,22.88,10.95
2016,115,0.00,22.24,11.02
2016,116,0.00,17.42,9.26
2016,117,0.00,20.26,8.26
2016,118,0.00,20.26,9.56
2016,119,0.00,18.02,8.89
2016,120,1.18,20.12,9.46
2016,121,0.00,19.02,10.15
2016,122,0.00,21.40,10.64
2016,123,0.00,25.65,11.61
2016,124,0.00,26.21,13.66
2016,125,0.00,23.14,11.52
2016,126,2.55,16.80,11.64
2016,127,5.41,15.97,10.96
2016,128,0.00,18.44,10.94
2016,129,0.00,18.87,10.88
2016,130,0.00,20.22,11.28
2016,131,0.00,21.82,11.78
2016,132,0.00,25.29,12.39
2016,133,0.00,26.29,14.17
2016,134,0.00,26.59,13.07
2016,135,0.00,21.80,12.79
2016,136,0.00,20.10,12.95
2016,137,0.00,18.50,13.02
2016,138,0.00,21.42,13.42
2016,139,0.00,24.25,13.16
2016,140,0.00,23.90,13.26
2016,141,0.00,19.75,11.66
2016,142,0.00,18.21,10.66
2016,143,0.00,21.42,10.16
2016,144,0.00,20.48,10.66
2016,145,0.00,20.24,11.29
2016,146,0.00,19.18,10.80
2016,147,0.00,21.96,11.10
2016,148,0.00,23.63,12.31
2016,149,0.00,22.52,13.22
2016,150,0.00,20.68,13.25
2016,151,0.00,23.17,13.46
2016,152,0.00,23.19,13.47
2016,153,0.00,24.42,14.36
2016,154,0.00,30.81,15.55
2016,155,0.00,33.43,17.19
2016,156,0.00,30.43,17.35
2016,157,0.00,26.53,15.75
2016,158,0.00,25.43,13.48
2016,159,0.00,25.17,14.09
2016,160,0.00,26.17,15.00
2016,161,0.00,24.02,15.78
2016,162,0.00,26.46,14.51
2016,163,0.75,18.05,14.05
2016,164,0.00,20.44,13.11
2016,165,0.00,22.93,13.04
2016,166,0.00,22.48,13.00
2016,167,0.00,23.03,13.34
2016,168,0.00,25.70,12.15
2016,169,0.00,30.54,15.78
2016,170,0.00,33.48,18.15
2016,171,0.00,39.37,21.25
2016,172,0.00,40.10,21.91
2016,173,0.00,31.16,20.00
2016,174,0.00,30.00,17.56
2016,175,0.00,28.41,17.39
2016,176,0.00,26.84,16.83
2016,177,0.00,28.18,16.59
2016,178,0.00,31.51,18.41
2016,179,0.00,33.14,20.10
2016,180,0.00,32.35,20.16
2016,181,0.00,31.90,19.43
2016,182,0.00,29.29,18.34
2016,183,0.00,27.17,16.70
2016,184,0.00,27.16,15.58
2016,185,0.00,25.31,15.47
2016,186,0.00,27.29,15.45
2016,187,0.00,27.42,15.38
2016,188,0.00,26.90,15.01
2016,189,0.00,28.33,16.01
2016,190,0.00,29.00,16.32
2016,191,0.00,30.13,17.55
2016,192,0.00,29.66,17.71
2016,193,0.00,28.53,16.51
2016,194,0.00,27.87,15.64
2016,195,0.00,30.44,17.48
2016,196,0.00,30.11,18.00
2016,197,0.00,29.65,17.76
2016,198,0.00,29.72,16.78
2016,199,0.00,29.10,17.36
2016,200,0.00,30.09,17.35
2016,201,0.00,32.72,18.45
2016,202,0.00,35.18,19.24
2016,203,0.00,35.79,20.78
2016,204,0.00,37.91,21.35
2016,205,0.00,35.53,21.69
2016,206,0.00,32.72,20.33
2016,207,0.00,33.49,20.79
2016,208,0.00,34.18,21.46
2016,209,0.00,33.86,21.55
2016,210,0.00,32.98,20.94
2016,211,0.00,32.29,20.92
2016,212,0.00,31.64,20.03
2016,213,0.00,30.76,19.52
2016,214,0.00,30.66,18.86
2016,215,0.00,30.66,18.61
2016,216,0.00,29.50,18.26
2016,217,0.00,29.41,17.52
2016,218,0.00,27.83,17.74
2016,219,0.00,28.19,17.36
2016,220,0.00,28.67,17.36
2016,221,0.00,26.98,17.24
2016,222,0.00,27.27,16.85
2016,223,0.00,28.92,16.25
2016,224,0.00,28.16,16.09
2016,225,0.00,29.80,17.33
2016,226,0.00,32.83,19.24
2016,227,0.00,33.78,20.45
2016,228,0.00,36.79,20.90
2016,229,0.00,35.50,19.56
2016,230,0.00,33.83,18.90
2016,231,0.00,31.87,17.59
2016,232,0.00,31.59,17.40
2016,233,0.00,29.97,18.46
2016,234,0.00,30.28,18.51
2016,235,0.00,29.98,18.10
2016,236,0.00,29.49,18.51
2016,237,0.00,30.38,18.48
2016,238,0.00,28.09,16.58
2016,239,0.00,25.61,15.01
2016,240,0.00,26.13,14.87
2016,241,0.00,30.27,16.94
2016,242,0.00,32.64,18.64
2016,243,0.00,33.50,20.27
2016,244,0.00,32.97,19.93
2016,245,0.00,30.30,17.75
2016,246,0.00,27.92,16.14
2016,247,0.00,25.22,14.44
2016,248,0.00,24.91,14.46
2016,249,0.00,24.15,14.61
2016,250,0.00,27.86,14.86
2016,251,0.00,27.32,15.86
2016,252,0.00,26.73,15.99
2016,253,0.00,29.17,16.54
2016,254,0.00,30.61,18.03
2016,255,0.00,28.80,16.63
2016,256,0.00,24.51,14.67
2016,257,0.00,20.38,13.77
2016,258,0.00,25.49,12.54
2016,259,0.00,26.61,14.20
2016,260,0.00,27.33,14.12
2016,261,0.00,30.05,15.98
2016,262,0.00,33.43,18.55
2016,263,0.00,33.78,18.62
2016,264,0.00,26.95,19.87
2016,265,0.00,28.10,18.25
2016,266,0.00,24.20,14.58
2016,267,0.00,25.85,12.64
2016,268,0.00,30.83,16.67
2016,269,0.00,34.81,18.53
2016,270,0.00,37.37,21.69
2016,271,0.00,33.07,21.44
2016,272,0.00,31.83,20.89
2016,273,0.00,32.72,20.75
2016,274,0.00,31.50,19.75
2016,275,0.00,29.27,18.04
2016,276,0.00,24.27,13.91
2016,277,0.00,23.24,12.96
2016,278,0.00,23.92,13.48
2016,279,0.00,23.76,13.10
2016,280,0.00,28.41,13.53
2016,281,0.00,31.25,16.29
2016,282,0.00,31.55,17.20
2016,283,0.00,32.04,17.05
2016,284,0.00,30.21,16.31
2016,285,0.00,23.33,13.72
2016,286,0.00,22.16,12.41
2016,287,0.00,25.19,12.47
2016,288,0.00,25.15,13.75
2016,289,0.00,24.08,13.42
2016,290,3.31,23.68,14.71
2016,291,2.86,20.90,14.24
2016,292,0.00,23.88,13.34
2016,293,0.00,30.02,15.25
2016,294,0.00,33.39,19.24
2016,295,0.00,33.02,17.54
2016,296,0.00,29.16,15.85
2016,297,6.50,24.16,15.82
2016,298,11.12,20.64,14.85
2016,299,0.00,23.81,13.30
2016,300,0.00,25.12,14.39
2016,301,0.00,26.50,15.83
2016,302,0.00,24.90,16.41
2016,303,0.00,27.35,16.77
2016,304,1.31,21.45,14.47
2016,305,0.00,20.67,11.55
2016,306,0.00,19.46,11.05
2016,307,0.00,25.40,11.59
2016,308,0.00,28.15,16.78
2016,309,0.00,27.38,15.52
2016,310,0.00,26.64,14.46
2016,311,0.00,25.38,13.58
2016,312,0.00,27.29,14.02
2016,313,0.00,32.39,16.23
2016,314,0.00,32.09,18.51
2016,315,0.00,31.25,17.29
2016,316,0.00,29.21,15.99
2016,317,0.00,27.88,16.27
2016,318,0.00,29.87,15.81
2016,319,0.00,30.09,15.85
2016,320,0.00,27.98,14.29
2016,321,0.00,20.87,12.01
2016,322,0.00,20.24,10.57
2016,323,0.00,24.64,11.35
2016,324,0.00,22.87,11.07
2016,325,18.35,19.54,11.30
2016,326,8.42,16.65,11.11
2016,327,0.00,19.40,9.88
2016,328,0.00,20.40,10.30
2016,329,0.00,24.21,11.21
2016,330,0.00,23.74,9.69
2016,331,14.03,16.62,7.06
2016,332,9.01,12.92,8.13
2016,333,0.00,15.07,7.55
2016,334,0.00,17.49,8.27
2016,335,0.00,18.77,7.28
2016,336,0.00,16.88,8.67
2016,337,0.00,14.77,8.93
2016,338,0.00,19.06,9.20
2016,339,0.00,21.81,8.55
2016,340,0.00,17.79,8.41
2016,341,0.00,15.81,8.64
2016,342,0.00,16.07,8.47
2016,343,0.00,18.36,8.75
2016,344,0.00,18.07,9.14
2016,345,0.00,17.42,10.77
2016,346,0.00,17.50,12.34
2016,347,0.00,18.40,11.41
2016,348,0.00,18.93,11.21
2016,349,0.00,21.84,10.80
2016,350,31.48,19.01,10.23
2016,351,21.16,14.62,8.26
2016,352,0.00,13.39,4.16
2016,353,0.00,15.07,4.10
2016,354,0.00,18.34,9.21
2016,355,0.00,23.38,9.37
2016,356,20.96,18.76,11.70
2016,357,11.39,14.25,10.98
2016,358,22.92,13.46,9.59
2016,359,0.00,11.80,5.94
2016,360,0.00,12.04,3.52
2016,361,0.00,14.07,5.45
2016,362,0.00,20.44,7.83
2016,363,0.00,23.92,10.23
2016,364,0.00,25.25,10.17
2016,365,13.76,17.84,10.20
2017,1,0.64,12.65,4.87
2017,2,0.00,11.64,7.45
2017,3,0.00,13.71,7.18
2017,4,7.48,15.43,7.03
2017,5,8.48,14.36,10.14
2017,6,0.00,15.94,8.30
2017,7,0.00,20.05,10.17
2017,8,8.96,23.42,11.36
2017,9,4.98,15.83,9.91
2017,10,6.50,12.76,8.55
2017,11,6.81,15.46,9.46
2017,12,25.38,11.57,8.76
2017,13,3.73,13.67,7.92
2017,14,0.00,18.32,8.57
2017,15,0.00,15.67,9.08
2017,16,0.00,17.10,8.96
2017,17,0.00,17.73,7.66
2017,18,23.53,15.03,7.49
2017,19,16.99,13.82,8.85
2017,20,36.63,11.68,7.78
2017,21,1.39,13.44,6.38
2017,22,72.99,12.26,7.84
2017,23,7.24,10.57,5.97
2017,24,0.00,11.29,3.94
2017,25,0.00,12.88,4.19
2017,26,0.00,14.44,4.52
2017,27,0.00,14.18,7.58
2017,28,0.00,20.80,10.32
2017,29,0.00,23.33,11.12
2017,30,0.00,24.06,11.66
2017,31,0.00,22.62,10.40
2017,32,0.00,20.60,7.88
2017,33,0.00,18.57,8.38
2017,34,0.95,14.81,11.19
2017,35,0.00,17.39,9.97
2017,36,4.34,13.59,8.56
2017,37,14.01,13.32,9.23
2017,38,12.03,15.62,12.45
2017,39,0.00,20.29,12.75
2017,40,0.00,23.89,12.87
2017,41,6.69,18.19,12.03
2017,42,3.38,15.30,9.57
2017,43,0.00,20.15,8.51
2017,44,0.00,20.99,11.56
2017,45,0.00,19.97,11.72
2017,46,0.00,23.64,11.02
2017,47,0.00,19.97,10.09
2017,48,49.36,12.94,9.12
2017,49,1.47,12.71,8.52
2017,50,0.00,13.04,8.92
2017,51,0.00,16.48,9.10
2017,52,0.00,18.72,11.99
2017,53,0.00,15.51,8.95
2017,54,0.00,13.98,5.24
2017,55,0.00,15.46,4.61
2017,56,3.15,15.42,5.15
2017,57,6.58,11.57,6.92
2017,58,14.14,12.41,7.26
2017,59,0.00,15.18,6.56
2017,60,0.00,20.02,6.84
2017,61,0.00,23.09,11.63
2017,62,0.00,24.93,10.16
