Latitude: 33.648  Longitude: -116.38
X & Y on Lambert Conformal Conic: -1459370.98 -797850.56
Tile: 11012
Elevation: 323 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
2015,69,0.00,30.75,11.31
2015,70,0.00,27.49,13.66
2015,71,0.00,29.25,12.85
2015,72,0.00,30.25,17.28
2015,73,0.00,31.79,15.30
2015,74,0.00,31.10,14.64
2015,75,0.00,31.57,13.74
2015,76,0.00,30.25,13.16
2015,77,0.00,26.49,13.70
2015,78,0.00,25.92,13.29
2015,79,0.00,28.41,11.88
2015,80,0.00,29.85,11.24
2015,81,0.00,27.59,12.93
2015,82,0.00,27.30,12.17
2015,83,0.00,28.82,13.58
2015,84,0.00,30.72,15.10
2015,85,0.00,32.99,14.35
2015,86,0.00,33.96,13.94
2015,87,0.00,34.53,14.44
2015,88,0.00,34.17,15.77
2015,89,0.00,33.68,15.05
2015,90,0.00,32.31,14.58
2015,91,0.00,30.84,14.53
2015,92,0.00,27.88,12.57
2015,93,0.00,28.30,12.02
2015,94,0.00,29.30,10.39
2015,95,0.00,27.75,10.83
2015,96,0.00,23.83,11.69
2015,97,0.00,22.81,8.84
2015,98,0.00,23.80,10.38
2015,99,0.00,26.56,9.24
2015,100,0.00,27.24,11.13
2015,101,0.00,28.27,12.92
2015,102,0.00,29.02,12.56
2015,103,0.00,31.27,13.07
2015,104,0.00,31.21,13.20
2015,105,0.00,26.00,13.83
2015,106,0.00,26.14,10.34
2015,107,0.00,30.20,9.74
2015,108,0.00,31.80,12.15
2015,109,0.00,32.06,13.43
2015,110,0.00,30.34,15.34
2015,111,0.00,24.07,13.38
2015,112,0.00,25.13,13.17
2015,113,0.00,24.35,14.08
2015,114,0.00,23.36,13.79
2015,115,0.00,20.62,13.21
2015,116,0.00,27.40,13.04
2015,117,0.00,30.57,14.40
2015,118,0.00,34.08,14.96
2015,119,0.00,35.50,17.26
2015,120,0.00,36.24,17.65
2015,121,0.00,35.94,21.59
2015,122,0.00,34.39,19.49
2015,123,0.00,31.67,16.51
2015,124,0.00,29.16,15.68
2015,125,0.00,27.94,13.70
2015,126,0.00,26.42,14.90
2015,127,0.00,23.30,12.88
2015,128,0.00,18.55,10.15
2015,129,0.00,23.79,11.24
2015,130,0.00,31.34,14.06
2015,131,0.00,32.31,15.74
2015,132,0.00,29.95,16.05
2015,133,0.00,27.44,10.97
2015,134,0.00,22.17,12.39
2015,135,4.58,15.98,9.92
2015,136,0.00,22.80,8.24
2015,137,0.00,26.62,13.33
2015,138,0.00,26.11,14.25
2015,139,0.00,27.77,14.50
2015,140,0.00,28.74,15.10
2015,141,0.00,24.59,14.59
2015,142,0.00,22.35,14.22
2015,143,0.00,25.17,14.08
2015,144,0.00,27.90,14.92
2015,145,0.00,30.09,15.29
2015,146,0.00,30.74,14.59
2015,147,0.00,32.41,16.57
2015,148,0.00,34.57,16.86
2015,149,0.00,35.58,18.08
2015,150,0.00,36.91,18.70
2015,151,0.00,37.01,18.08
2015,152,0.00,36.19,18.93
2015,153,0.00,34.76,18.24
2015,154,0.00,32.78,17.16
2015,155,0.00,29.92,17.36
2015,156,0.00,29.82,14.76
2015,157,0.00,32.52,16.14
2015,158,0.00,36.90,18.74
2015,159,0.00,39.48,19.64
2015,160,0.00,31.35,23.58
2015,161,0.00,34.28,19.42
2015,162,0.00,35.84,20.04
2015,163,0.00,38.06,21.67
2015,164,0.00,37.48,22.54
2015,165,0.00,38.68,22.18
2015,166,0.00,40.44,22.25
2015,167,0.00,40.49,20.68
2015,168,0.00,42.10,21.75
2015,169,0.00,43.69,22.91
2015,170,0.00,41.90,20.80
2015,171,0.00,41.31,21.72
2015,172,0.00,39.83,21.05
2015,173,0.00,40.55,21.45
2015,174,0.00,41.05,20.60
2015,175,0.00,41.01,21.70
2015,176,0.00,41.16,21.41
2015,177,0.00,35.67,24.82
2015,178,0.00,40.69,23.04
2015,179,0.00,38.60,27.00
2015,180,0.00,40.35,26.42
2015,181,0.00,39.44,26.24
2015,182,0.00,35.01,26.70
2015,183,0.00,39.21,24.16
2015,184,0.00,40.41,25.90
2015,185,0.00,40.40,25.90
2015,186,0.00,37.94,24.02
2015,187,0.00,38.18,23.07
2015,188,0.00,38.92,22.89
2015,189,0.00,35.86,20.41
2015,190,0.00,32.08,19.21
2015,191,0.00,31.85,18.54
2015,192,0.00,33.94,18.35
2015,193,0.00,36.67,21.27
2015,194,0.00,39.64,22.13
2015,195,0.00,39.23,22.28
2015,196,0.00,38.43,19.92
2015,197,0.00,39.55,19.88
2015,198,0.00,39.06,23.55
2015,199,9.42,29.37,22.11
2015,200,10.60,33.15,21.28
2015,201,0.00,34.68,22.58
2015,202,0.00,36.55,24.20
2015,203,0.00,35.20,23.33
2015,204,0.00,36.48,21.02
2015,205,0.00,38.56,21.05
2015,206,0.00,40.14,22.95
2015,207,0.00,39.10,23.96
2015,208,0.00,37.41,21.38
2015,209,0.00,39.11,20.78
2015,210,0.00,38.04,25.40
2015,211,0.94,39.51,27.80
2015,212,0.00,39.63,25.81
2015,213,0.00,40.56,23.99
2015,214,0.00,41.34,24.12
2015,215,0.00,40.64,24.68
2015,216,0.00,41.60,21.62
2015,217,0.00,41.98,23.60
2015,218,0.00,40.56,24.39
2015,219,0.00,38.78,24.43
2015,220,0.00,37.66,20.01
2015,221,0.00,38.29,21.22
2015,222,0.00,37.07,21.66
2015,223,0.00,38.05,21.74
2015,224,0.00,40.34,23.17
2015,225,0.00,42.20,26.62
2015,226,0.00,43.59,28.57
2015,227,0.00,44.52,28.25
2015,228,0.00,43.73,28.74
2015,229,0.00,40.83,26.63
2015,230,0.00,40.54,24.77
2015,231,0.00,39.13,22.72
2015,232,0.00,37.74,22.47
2015,233,0.00,38.22,23.12
2015,234,0.00,38.11,22.26
2015,235,0.00,39.40,22.74
2015,236,0.00,40.52,23.20
2015,237,0.00,35.17,27.98
2015,238,0.00,38.93,26.15
2015,239,0.00,41.20,26.02
2015,240,0.00,41.71,26.25
2015,241,0.00,42.62,27.13
2015,242,0.00,40.12,26.19
2015,243,0.00,38.42,23.17
2015,244,0.00,35.93,19.93
2015,245,0.00,36.11,20.93
2015,246,0.00,36.17,19.59
2015,247,0.00,34.95,20.50
2015,248,0.00,35.52,17.94
2015,249,0.00,36.68,21.40
2015,250,0.00,38.74,24.58
2015,251,0.00,40.49,25.73
2015,252,0.00,36.45,26.22
2015,253,0.00,35.62,25.63
2015,254,0.00,38.46,23.79
2015,255,0.00,36.58,24.78
2015,256,0.00,38.26,24.43
2015,257,0.00,34.68,21.64
2015,258,4.84,29.03,20.82
2015,259,0.00,30.80,18.64
2015,260,0.00,32.81,17.97
2015,261,0.00,36.11,18.59
2015,262,0.00,38.11,20.33
2015,263,0.00,38.79,22.25
2015,264,0.00,33.15,23.70
2015,265,0.00,32.85,23.16
2015,266,0.00,35.75,21.11
2015,267,0.00,39.74,22.13
2015,268,0.00,40.43,23.62
2015,269,0.00,39.54,24.08
2015,270,0.00,38.28,22.20
2015,271,0.00,37.73,21.30
2015,272,0.00,37.96,20.90
2015,273,0.00,37.99,19.27
2015,274,0.00,35.69,19.73
2015,275,0.00,33.37,19.06
2015,276,0.00,33.70,18.44
2015,277,0.00,26.93,17.93
2015,278,0.00,24.21,17.56
2015,279,0.00,28.03,15.72
2015,280,0.00,33.28,16.63
2015,281,0.00,36.87,19.92
2015,282,0.00,37.23,22.27
2015,283,0.00,35.33,21.24
2015,284,0.00,34.99,19.60
2015,285,0.00,33.38,20.35
2015,286,0.00,34.52,21.16
2015,287,0.00,36.07,21.41
2015,288,9.35,31.55,21.99
2015,289,8.49,31.91,20.99
2015,290,0.00,30.75,20.98
2015,291,0.00,29.81,19.92
2015,292,0.00,26.28,17.08
2015,293,0.00,28.57,16.15
2015,294,0.00,28.96,15.48
2015,295,0.00,28.68,13.85
2015,296,0.00,31.46,14.79
2015,297,0.00,32.14,16.50
2015,298,0.00,29.43,16.27
2015,299,0.00,32.10,15.18
2015,300,0.00,31.85,14.71
2015,301,0.00,29.14,16.70
2015,302,0.00,28.19,17.33
2015,303,0.00,28.62,16.66
2015,304,0.00,32.21,13.97
2015,305,0.00,30.48,12.79
2015,306,0.00,27.65,11.91
2015,307,0.00,20.34,12.46
2015,308,0.00,18.90,8.12
2015,309,0.00,20.61,5.87
2015,310,0.00,23.59,6.82
2015,311,0.00,24.97,9.73
2015,312,0.00,24.88,7.36
2015,313,0.00,22.34,6.64
2015,314,0.00,19.32,9.22
2015,315,0.00,22.12,4.89
2015,316,0.00,23.61,4.68
2015,317,0.00,26.04,6.84
2015,318,0.00,24.13,5.97
2015,319,0.00,19.76,7.17
2015,320,0.00,17.41,7.67
2015,321,0.00,22.51,6.38
2015,322,0.00,23.94,5.77
2015,323,0.00,25.95,7.47
2015,324,0.00,27.35,7.63
2015,325,0.00,27.52,12.43
2015,326,0.00,26.19,8.79
2015,327,0.00,24.83,6.41
2015,328,0.00,21.60,6.02
2015,329,0.00,18.34,9.14
2015,330,0.00,16.38,4.41
2015,331,0.00,13.89,5.60
2015,332,0.00,15.92,1.69
2015,333,0.00,16.99,3.79
2015,334,0.00,17.05,0.80
2015,335,0.00,20.00,1.73
2015,336,0.00,21.16,2.85
2015,337,0.00,22.41,4.10
2015,338,0.00,18.14,3.89
2015,339,0.00,22.88,4.28
2015,340,0.00,23.15,6.39
2015,341,0.00,24.81,6.21
2015,342,0.00,24.84,7.57
2015,343,0.00,23.91,7.86
2015,344,0.00,21.73,6.05
2015,345,1.16,17.87,7.58
2015,346,0.00,18.29,3.58
2015,347,0.00,17.82,2.50
2015,348,0.00,14.89,5.81
2015,349,0.00,14.74,0.28
2015,350,0.00,15.14,1.18
2015,351,0.00,16.08,-0.45
2015,352,0.00,18.92,1.82
2015,353,1.32,18.11,2.34
2015,354,0.00,15.52,4.50
2015,355,0.00,16.76,3.02
2015,356,0.00,16.61,7.30
2015,357,0.00,19.88,8.37
2015,358,0.00,17.21,7.10
2015,359,0.00,15.67,7.90
2015,360,0.00,13.48,6.34
2015,361,0.00,14.28,1.86
2015,362,0.00,12.71,-2.05
2015,363,0.00,15.05,0.59
2015,364,0.00,14.12,-0.14
2015,365,0.00,15.70,0.43
2016,1,0.00,15.36,1.24
2016,2,0.00,17.33,1.48
2016,3,0.00,18.02,4.97
2016,4,0.00,14.71,8.03
2016,5,23.22,11.80,7.75
2016,6,21.40,14.27,4.87
2016,7,14.66,12.13,5.57
2016,8,0.00,15.15,2.24
2016,9,0.00,14.70,2.61
2016,10,0.00,15.24,6.17
2016,11,0.00,16.92,4.39
2016,12,0.00,17.90,1.73
2016,13,0.00,17.37,1.56
2016,14,0.00,17.98,2.15
2016,15,0.00,18.40,4.78
2016,16,0.00,18.67,5.89
2016,17,0.00,21.04,6.39
2016,18,0.00,18.53,7.93
2016,19,0.00,20.22,6.49
2016,20,0.00,21.90,8.19
2016,21,0.00,21.83,7.62
2016,22,0.00,20.91,5.76
2016,23,0.00,19.17,6.48
2016,24,0.00,20.17,6.22
2016,25,0.00,20.57,6.23
2016,26,0.00,21.48,6.47
2016,27,0.00,20.31,4.92
2016,28,0.00,22.07,5.17
2016,29,0.00,23.50,7.00
2016,30,0.00,21.50,6.87
2016,31,5.27,17.92,7.85
2016,32,0.00,13.93,5.29
2016,33,0.00,13.82,-0.50
2016,34,0.00,15.34,1.18
2016,35,0.00,18.95,1.43
2016,36,0.00,22.01,5.88
2016,37,0.00,23.25,5.91
2016,38,0.00,27.04,7.72
2016,39,0.00,27.39,14.31
2016,40,0.00,30.28,11.11
2016,41,0.00,28.34,9.46
2016,42,0.00,27.93,8.34
2016,43,0.00,28.89,7.99
2016,44,0.00,28.19,8.08
2016,45,0.00,30.89,11.11
2016,46,0.00,30.52,16.57
2016,47,0.00,30.61,11.46
2016,48,0.00,26.61,9.98
2016,49,0.00,23.78,14.12
2016,50,0.00,24.75,10.63
2016,51,0.00,27.40,8.44
2016,52,0.00,28.27,9.61
2016,53,0.00,28.95,9.90
2016,54,0.00,24.46,9.44
2016,55,0.00,24.41,7.85
2016,56,0.00,27.26,7.22
2016,57,0.00,28.28,8.97
2016,58,0.00,29.36,10.12
2016,59,0.00,29.10,10.88
2016,60,0.00,29.86,12.08
2016,61,0.00,30.18,11.76
2016,62,0.00,30.33,11.66
2016,63,0.00,29.64,12.61
2016,64,0.00,28.99,10.32
2016,65,0.00,25.17,12.41
2016,66,0.00,20.96,12.39
2016,67,0.00,15.16,7.82
2016,68,0.00,22.73,5.73
2016,69,0.00,27.01,8.99
2016,70,0.00,29.84,12.42
2016,71,0.00,25.64,11.12
2016,72,0.00,20.03,8.07
2016,73,0.00,22.20,9.24
2016,74,0.00,23.93,13.87
2016,75,0.00,28.53,10.67
2016,76,0.00,30.24,11.60
2016,77,0.00,30.35,11.95
2016,78,0.00,31.01,13.07
2016,79,0.00,29.97,11.18
2016,80,0.00,30.89,10.85
2016,81,0.00,28.31,12.56
2016,82,0.00,23.66,11.71
2016,83,0.00,24.04,10.66
2016,84,0.00,28.75,9.20
2016,85,0.00,29.46,10.17
2016,86,0.00,29.62,12.44
2016,87,0.00,27.37,9.80
2016,88,0.00,23.01,11.92
2016,89,0.00,18.95,9.08
2016,90,0.00,19.74,5.94
2016,91,0.00,24.64,8.10
2016,92,0.00,28.65,12.60
2016,93,0.00,29.44,11.19
2016,94,0.00,30.70,11.86
2016,95,0.00,31.73,12.97
2016,96,0.00,32.87,14.14
2016,97,0.00,34.69,16.17
2016,98,2.61,26.01,18.48
2016,99,5.27,21.48,14.33
2016,100,0.00,21.97,12.23
2016,101,0.00,22.47,13.56
2016,102,0.00,22.36,10.86
2016,103,0.00,27.97,11.91
2016,104,0.00,28.83,13.94
2016,105,0.00,28.05,14.84
2016,106,0.00,26.56,13.93
2016,107,0.00,28.98,14.83
2016,108,0.00,30.26,12.62
2016,109,0.00,32.04,12.42
2016,110,0.00,32.90,13.79
2016,111,0.00,33.69,13.75
2016,112,0.00,32.45,14.19
2016,113,0.00,31.22,15.52
2016,114,0.00,29.04,14.94
2016,115,0.00,29.99,13.11
2016,116,0.00,22.90,11.33
2016,117,0.00,25.82,9.25
2016,118,0.00,26.37,12.48
2016,119,0.00,23.08,11.76
2016,120,0.00,27.37,11.88
2016,121,0.00,23.03,14.12
2016,122,0.00,28.00,13.00
2016,123,0.00,30.85,13.64
2016,124,0.00,33.43,15.85
2016,125,0.00,33.66,16.15
2016,126,0.00,25.90,14.93
2016,127,0.00,21.03,13.27
2016,128,0.00,23.85,12.40
2016,129,0.00,25.82,13.39
2016,130,0.00,27.68,15.03
2016,131,0.00,29.78,15.42
2016,132,0.00,33.37,15.33
2016,133,0.00,36.66,18.13
2016,134,0.00,35.49,17.50
2016,135,0.00,34.62,18.55
2016,136,0.00,27.22,16.89
2016,137,0.00,30.53,16.53
2016,138,0.00,30.70,16.45
2016,139,0.00,34.28,15.53
2016,140,0.00,34.23,17.41
2016,141,0.00,29.93,15.81
2016,142,0.00,25.59,12.95
2016,143,0.00,28.09,12.18
2016,144,0.00,27.65,13.50
2016,145,0.00,26.04,14.14
2016,146,0.00,25.26,14.63
2016,147,0.00,29.69,13.99
2016,148,0.00,32.50,15.40
2016,149,0.00,32.64,16.41
2016,150,0.00,30.53,16.69
2016,151,0.00,34.09,16.64
2016,152,0.00,36.48,19.95
2016,153,0.00,37.20,19.16
2016,154,0.00,40.23,20.57
2016,155,0.00,42.58,21.76
2016,156,0.00,43.56,23.32
2016,157,0.00,41.32,24.63
2016,158,0.00,38.63,22.02
2016,159,0.00,37.62,20.71
2016,160,0.00,37.20,21.15
2016,161,0.00,35.87,20.87
2016,162,0.00,35.20,20.33
2016,163,0.00,31.83,19.72
2016,164,0.00,32.12,16.91
2016,165,0.00,33.26,16.97
2016,166,0.00,34.04,18.41
2016,167,0.00,32.97,17.33
2016,168,0.00,34.20,17.02
2016,169,0.00,37.49,19.02
2016,170,0.00,39.76,19.94
2016,171,0.00,45.82,22.90
2016,172,0.00,47.19,27.78
2016,173,0.00,40.42,26.03
2016,174,0.00,41.36,23.15
2016,175,0.00,39.99,22.55
2016,176,0.00,39.52,23.49
2016,177,0.00,39.10,21.66
2016,178,0.00,40.98,23.46
2016,179,0.00,40.93,26.08
2016,180,0.00,43.18,27.13
2016,181,0.00,41.05,26.87
2016,182,0.00,38.02,25.18
2016,183,0.00,38.22,25.99
2016,184,0.00,38.80,23.49
2016,185,0.00,38.72,22.01
2016,186,0.00,39.75,22.19
2016,187,0.00,38.78,21.43
2016,188,0.00,37.32,19.36
2016,189,0.00,37.98,19.37
2016,190,0.00,38.82,20.27
2016,191,0.00,40.12,22.08
2016,192,0.00,40.05,23.95
2016,193,0.00,38.92,19.62
2016,194,0.00,38.28,20.89
2016,195,0.00,39.72,20.17
2016,196,0.00,40.72,21.89
2016,197,0.00,41.56,22.11
2016,198,0.00,40.09,24.01
2016,199,0.00,39.84,22.41
2016,200,0.00,39.77,22.46
2016,201,0.00,40.63,22.56
2016,202,0.00,41.43,24.13
2016,203,0.00,43.83,26.59
2016,204,0.00,43.82,26.68
2016,205,0.00,41.64,25.93
2016,206,0.00,40.05,25.83
2016,207,0.00,39.36,26.14
2016,208,0.00,41.57,26.98
2016,209,0.00,42.93,27.56
2016,210,0.00,42.54,28.27
2016,211,0.00,41.73,26.72
2016,212,0.00,37.56,27.05
2016,213,0.00,37.46,25.44
2016,214,0.00,37.82,25.10
2016,215,0.00,38.46,25.35
2016,216,0.00,38.40,25.41
2016,217,0.00,39.06,24.85
2016,218,0.00,39.71,24.82
2016,219,0.00,40.07,23.34
2016,220,0.00,40.63,23.40
2016,221,0.00,40.39,22.69
2016,222,0.00,37.81,19.94
2016,223,0.00,37.57,23.00
2016,224,0.00,37.12,23.45
2016,225,0.00,38.68,24.22
2016,226,0.00,42.09,25.12
2016,227,0.00,42.39,27.02
2016,228,0.00,42.77,25.46
2016,229,0.00,43.13,24.48
2016,230,0.00,41.99,24.40
2016,231,0.00,39.30,25.14
2016,232,0.00,39.08,24.42
2016,233,0.00,38.25,24.02
2016,234,0.00,35.58,24.51
2016,235,0.00,37.80,22.48
2016,236,0.00,37.99,23.28
2016,237,0.00,38.66,23.47
2016,238,0.00,37.51,22.26
2016,239,0.00,36.33,20.92
2016,240,0.00,35.72,20.08
2016,241,0.00,38.14,21.25
2016,242,0.00,42.25,23.80
2016,243,0.00,42.70,24.61
2016,244,0.00,40.29,24.28
2016,245,0.00,38.57,23.38
2016,246,0.00,38.06,21.89
2016,247,0.00,36.39,20.74
2016,248,0.00,33.27,18.58
2016,249,0.00,33.05,16.60
2016,250,0.00,35.25,17.41
2016,251,0.00,35.41,20.35
2016,252,0.00,35.18,20.59
2016,253,0.00,38.17,22.13
2016,254,0.00,40.31,21.37
2016,255,0.00,38.69,22.64
2016,256,0.00,35.01,19.48
2016,257,0.00,28.57,16.42
2016,258,0.00,32.08,14.48
2016,259,0.00,34.08,15.94
2016,260,0.00,35.75,15.80
2016,261,0.00,37.80,17.61
2016,262,0.00,39.23,18.83
2016,263,0.00,34.36,20.79
2016,264,11.50,26.78,20.34
2016,265,2.93,27.61,20.43
2016,266,0.00,31.47,18.77
2016,267,0.00,29.94,13.69
2016,268,0.00,34.61,14.81
2016,269,0.00,35.52,19.03
2016,270,0.00,35.82,21.15
2016,271,0.00,30.64,19.99
2016,272,0.00,33.22,20.14
2016,273,0.00,34.35,18.81
2016,274,0.00,35.43,20.70
2016,275,0.00,34.10,20.20
2016,276,0.00,32.08,16.58
2016,277,0.00,27.91,15.34
2016,278,0.00,29.40,15.04
2016,279,0.00,29.41,15.79
2016,280,0.00,31.73,14.43
2016,281,0.00,33.08,15.66
2016,282,0.00,34.61,15.58
2016,283,0.00,34.32,16.66
2016,284,0.00,32.91,15.88
2016,285,0.00,32.70,15.31
2016,286,0.00,31.79,15.37
2016,287,0.00,32.55,15.75
2016,288,0.00,32.34,14.46
2016,289,0.00,31.65,15.57
2016,290,0.00,30.10,18.00
2016,291,0.00,28.43,16.04
2016,292,0.00,30.10,14.85
2016,293,0.00,32.19,16.72
2016,294,0.00,33.67,17.19
2016,295,0.00,34.05,15.07
2016,296,0.00,32.57,14.39
2016,297,0.00,29.97,16.23
2016,298,7.89,26.53,16.71
2016,299,0.00,28.80,13.73
2016,300,0.00,30.62,15.02
2016,301,0.00,30.18,16.26
2016,302,0.00,28.96,17.37
2016,303,0.00,31.20,17.56
2016,304,0.00,27.75,16.57
2016,305,0.00,23.81,14.58
2016,306,0.00,23.52,12.07
2016,307,0.00,27.20,11.96
2016,308,0.00,30.23,16.43
2016,309,0.00,29.93,13.28
2016,310,0.00,30.37,14.23
2016,311,0.00,28.80,12.52
2016,312,0.00,29.68,12.67
2016,313,0.00,32.33,15.55
2016,314,0.00,30.91,16.31
2016,315,0.00,28.96,13.57
2016,316,0.00,29.44,11.96
2016,317,0.00,28.34,12.81
2016,318,0.00,30.33,14.12
2016,319,0.00,31.06,13.01
2016,320,0.00,29.27,12.30
2016,321,0.00,25.76,12.87
2016,322,0.00,21.19,9.80
2016,323,0.00,22.43,7.20
2016,324,0.00,23.66,6.40
2016,325,0.00,23.02,11.92
2016,326,0.00,20.38,9.67
2016,327,0.00,22.22,9.20
2016,328,0.00,23.30,7.49
2016,329,0.00,24.25,8.46
2016,330,0.00,23.85,5.07
2016,331,1.73,18.60,4.44
2016,332,0.00,15.88,6.13
2016,333,0.00,16.44,4.71
2016,334,0.00,18.37,7.33
2016,335,0.00,18.35,3.83
2016,336,0.00,17.87,5.22
2016,337,0.00,16.95,9.26
2016,338,0.00,20.64,7.57
2016,339,0.00,22.75,5.85
2016,340,0.00,19.34,5.10
2016,341,0.00,18.46,5.27
2016,342,0.00,18.20,6.80
2016,343,0.00,18.68,3.78
2016,344,0.00,20.09,5.53
2016,345,0.00,21.05,6.23
2016,346,0.00,22.57,9.74
2016,347,0.00,22.39,9.99
2016,348,0.00,22.34,9.49
2016,349,0.00,23.87,8.77
2016,350,0.00,21.60,9.78
2016,351,7.02,21.32,10.35
2016,352,0.00,15.36,3.73
2016,353,0.00,16.04,0.36
2016,354,0.00,18.48,4.27
2016,355,0.00,21.56,4.97
2016,356,19.22,16.90,10.31
2016,357,14.60,13.07,10.39
2016,358,5.30,14.23,10.34
2016,359,3.68,13.63,6.37
2016,360,0.00,12.17,1.68
2016,361,0.00,14.05,2.44
2016,362,0.00,18.99,3.72
2016,363,0.00,20.19,5.33
2016,364,0.00,21.93,5.61
2016,365,0.00,16.43,7.92
2017,1,0.00,15.39,6.83
2017,2,0.00,13.25,6.41
2017,3,0.00,13.78,5.18
2017,4,0.00,16.23,4.59
2017,5,0.00,18.63,6.83
2017,6,0.00,17.33,7.74
2017,7,0.00,16.78,5.04
2017,8,0.00,21.63,6.85
2017,9,3.62,19.07,9.43
2017,10,0.00,17.64,7.51
2017,11,0.00,19.03,8.08
2017,12,9.64,14.83,8.12
2017,13,14.16,11.84,7.75
2017,14,0.00,19.99,8.88
2017,15,0.00,18.71,6.91
2017,16,0.00,18.47,6.36
2017,17,0.00,18.76,4.64
2017,18,0.00,17.58,3.42
2017,19,5.64,14.44,7.93
2017,20,18.28,14.48,7.16
2017,21,10.22,15.06,6.70
2017,22,26.61,13.34,7.72
2017,23,15.71,12.83,5.71
2017,24,0.00,12.73,2.06
2017,25,0.00,14.62,2.61
2017,26,0.00,15.28,2.05
2017,27,0.00,14.47,4.74
2017,28,0.00,20.45,5.78
2017,29,0.00,23.44,5.86
2017,30,0.00,23.75,6.79
2017,31,0.00,23.02,6.73
2017,32,0.00,21.92,5.73
2017,33,0.00,21.07,5.75
2017,34,0.00,20.78,9.53
2017,35,0.00,21.15,7.79
2017,36,0.00,20.52,6.86
2017,37,0.00,18.19,9.66
2017,38,0.00,22.25,11.13
2017,39,0.00,25.49,12.58
2017,40,0.00,28.02,11.96
2017,41,0.00,25.61,11.95
2017,42,0.00,21.58,14.14
2017,43,0.00,22.97,11.34
2017,44,0.00,25.29,12.69
2017,45,0.00,25.96,11.50
2017,46,0.00,26.12,10.06
2017,47,0.00,23.79,9.23
2017,48,10.60,20.30,12.06
2017,49,7.23,14.67,9.64
2017,50,0.00,16.84,8.92
2017,51,0.00,19.74,8.84
2017,52,0.00,23.03,9.78
2017,53,0.00,20.88,8.62
2017,54,0.00,16.96,7.67
2017,55,0.00,17.34,3.98
2017,56,0.00,18.01,3.07
2017,57,0.00,17.05,7.58
2017,58,25.81,12.76,7.05
2017,59,0.00,17.86,7.55
2017,60,0.00,20.57,6.19
2017,61,0.00,23.77,8.17
