Latitude: 33.61  Longitude: -116.45
X & Y on Lambert Conformal Conic: -1466325.03 -800618.74
Tile: 11012
Elevation: 1304 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
2015,137,0.00,19.03,5.01
2015,138,0.00,16.45,5.51
2015,139,0.00,19.16,5.94
2015,140,0.00,20.67,6.75
2015,141,0.00,14.92,5.85
2015,142,0.00,11.02,6.26
2015,143,0.00,14.73,6.90
2015,144,0.00,19.95,7.23
2015,145,0.00,23.31,8.98
2015,146,0.00,23.81,7.60
2015,147,0.00,25.49,8.52
2015,148,0.00,27.81,11.50
2015,149,0.00,29.40,12.78
2015,150,0.00,30.30,13.19
2015,151,0.00,30.22,12.51
2015,152,0.00,27.30,12.34
2015,153,0.00,26.02,11.09
2015,154,0.00,23.83,10.18
2015,155,0.00,22.37,9.25
2015,156,0.00,21.02,5.55
2015,157,0.00,24.91,8.06
2015,158,0.00,29.37,11.99
2015,159,0.00,32.31,14.36
2015,160,0.00,23.94,16.82
2015,161,0.00,25.30,12.86
2015,162,0.00,27.53,11.52
2015,163,0.00,30.80,14.98
2015,164,0.00,31.79,17.00
2015,165,0.00,32.13,17.99
2015,166,0.00,32.90,17.46
2015,167,0.00,34.13,14.80
2015,168,0.00,34.97,17.22
2015,169,0.00,34.42,17.28
2015,170,0.00,34.64,15.57
2015,171,0.00,35.73,16.45
2015,172,0.00,33.41,15.51
2015,173,0.00,33.56,16.34
2015,174,0.00,33.28,15.63
2015,175,0.00,34.25,15.39
2015,176,0.00,35.15,17.57
2015,177,0.00,31.70,19.78
2015,178,0.00,33.55,19.37
2015,179,0.00,30.82,20.58
2015,180,0.00,33.30,20.27
2015,181,0.00,33.08,18.82
2015,182,0.00,28.79,20.46
2015,183,0.00,31.06,17.35
2015,184,0.00,32.97,17.82
2015,185,0.00,33.26,19.27
2015,186,0.00,31.70,18.66
2015,187,0.00,31.81,18.82
2015,188,0.00,31.68,16.46
2015,189,0.00,27.37,12.51
2015,190,0.00,23.34,10.70
2015,191,0.00,24.07,9.07
2015,192,0.00,27.29,11.31
2015,193,0.00,29.74,14.97
2015,194,0.00,31.60,15.12
2015,195,0.00,30.84,14.77
2015,196,0.00,31.27,13.97
2015,197,0.00,32.63,14.51
2015,198,0.00,32.38,18.68
2015,199,16.40,22.55,16.59
2015,200,20.30,25.63,15.86
2015,201,0.00,26.52,16.53
2015,202,0.00,28.63,15.71
2015,203,0.00,26.98,15.37
2015,204,0.00,28.45,13.59
2015,205,0.00,30.38,12.87
2015,206,0.00,31.61,14.14
2015,207,0.00,30.71,16.80
2015,208,0.00,29.92,15.11
2015,209,0.00,32.56,14.07
2015,210,0.00,31.88,20.64
2015,211,17.56,31.29,20.86
2015,212,0.00,31.27,18.35
2015,213,0.00,33.06,17.56
2015,214,0.00,33.23,17.69
2015,215,0.00,33.08,17.95
2015,216,0.00,33.55,16.12
2015,217,0.00,33.96,17.30
2015,218,0.00,33.17,17.96
2015,219,0.00,30.05,17.37
2015,220,0.00,30.39,12.50
2015,221,0.00,32.02,15.65
2015,222,0.00,31.39,17.02
2015,223,0.00,31.57,17.48
2015,224,0.00,33.87,19.28
2015,225,0.00,34.81,20.12
2015,226,0.00,35.56,20.83
2015,227,0.00,36.54,20.92
2015,228,0.00,36.51,21.60
2015,229,0.00,33.39,20.45
2015,230,0.00,32.52,19.66
2015,231,0.00,32.23,17.10
2015,232,0.00,31.72,17.92
2015,233,0.00,32.58,17.92
2015,234,0.00,32.58,16.75
2015,235,0.00,33.52,17.55
2015,236,0.00,34.09,17.85
2015,237,0.00,29.77,21.37
2015,238,0.00,31.80,18.90
2015,239,0.00,33.33,18.68
2015,240,0.00,34.81,19.49
2015,241,0.00,34.06,19.55
2015,242,0.00,31.26,18.28
2015,243,0.00,31.33,15.94
2015,244,0.00,30.57,14.95
2015,245,0.00,29.32,15.23
2015,246,0.00,29.13,14.71
2015,247,0.00,27.88,15.30
2015,248,0.00,28.92,11.86
2015,249,0.00,29.64,15.46
2015,250,0.00,30.81,17.20
2015,251,0.00,32.03,17.65
2015,252,0.00,29.61,17.90
2015,253,0.00,28.25,18.50
2015,254,0.00,32.99,16.56
2015,255,0.00,31.33,16.84
2015,256,0.00,30.16,16.53
2015,257,0.00,26.66,14.12
2015,258,18.99,20.30,14.31
2015,259,0.00,22.40,11.37
2015,260,0.00,24.87,10.47
2015,261,0.00,29.07,11.65
2015,262,0.00,30.90,13.87
2015,263,0.00,31.79,15.87
2015,264,0.00,29.11,16.19
2015,265,0.00,26.54,16.64
2015,266,0.00,29.98,15.02
2015,267,0.00,32.84,15.96
2015,268,0.00,33.11,18.08
2015,269,0.00,32.06,17.40
2015,270,0.00,31.53,16.65
2015,271,0.00,29.86,15.41
2015,272,0.00,30.22,13.93
2015,273,0.00,31.35,13.58
2015,274,0.00,27.11,13.01
2015,275,0.00,25.13,10.28
2015,276,0.00,25.35,11.48
2015,277,0.00,18.23,9.15
2015,278,0.00,14.86,9.34
2015,279,0.00,18.50,7.47
2015,280,0.00,24.83,8.63
2015,281,0.00,28.02,13.33
2015,282,0.00,29.16,18.81
2015,283,0.00,27.96,15.11
2015,284,0.00,28.34,12.68
2015,285,0.00,27.26,14.26
2015,286,0.00,28.01,14.45
2015,287,0.00,28.85,14.00
2015,288,13.07,23.83,15.89
2015,289,12.49,24.82,13.90
2015,290,0.00,23.57,13.96
2015,291,0.00,20.25,11.81
2015,292,0.00,17.54,8.08
2015,293,0.00,19.78,8.28
2015,294,0.00,20.27,8.99
2015,295,0.00,21.20,6.81
2015,296,0.00,23.89,7.93
2015,297,0.00,25.01,10.88
2015,298,0.00,21.91,9.44
2015,299,0.00,24.85,8.12
2015,300,0.00,25.18,7.50
2015,301,0.00,22.25,9.89
2015,302,0.00,19.38,8.71
2015,303,0.00,20.80,8.80
2015,304,0.00,24.92,8.64
2015,305,0.00,25.19,8.80
2015,306,0.00,21.38,6.65
2015,307,0.00,10.91,5.28
2015,308,0.00,9.10,1.13
2015,309,0.00,13.30,-0.93
2015,310,0.00,16.06,1.22
2015,311,0.00,17.76,2.78
2015,312,0.00,18.33,1.30
2015,313,0.00,15.35,2.56
2015,314,0.00,10.21,1.70
2015,315,0.00,14.80,-1.19
2015,316,0.00,17.22,-0.51
2015,317,0.00,19.03,2.30
2015,318,0.00,17.92,-0.10
2015,319,0.00,12.30,1.71
2015,320,0.00,8.99,0.61
2015,321,0.00,16.01,-0.07
2015,322,0.00,19.88,2.32
2015,323,0.00,20.45,3.28
2015,324,0.00,21.72,4.17
2015,325,0.00,20.10,7.44
2015,326,0.00,19.89,4.33
2015,327,0.00,19.26,2.50
2015,328,0.00,15.75,2.30
2015,329,0.00,7.64,1.74
2015,330,0.00,7.51,-1.34
2015,331,0.00,6.31,-1.02
2015,332,0.00,7.85,-4.26
2015,333,0.00,10.03,-3.22
2015,334,0.00,11.22,-4.23
2015,335,0.00,14.34,-1.91
2015,336,0.00,15.97,-1.44
2015,337,0.00,18.22,0.93
2015,338,0.00,13.43,-0.50
2015,339,0.00,16.80,0.13
2015,340,0.00,19.47,1.93
2015,341,0.00,19.66,2.89
2015,342,0.00,21.48,4.72
2015,343,0.00,21.33,5.63
2015,344,0.00,18.36,3.74
2015,345,6.88,10.25,0.91
2015,346,0.00,9.35,-3.03
2015,347,0.00,11.78,-1.87
2015,348,0.00,5.15,-1.45
2015,349,0.00,6.76,-4.99
2015,350,0.00,7.84,-4.76
2015,351,0.00,10.99,-3.89
2015,352,0.00,14.34,-0.48
2015,353,5.83,12.89,-0.84
2015,354,0.00,7.37,-1.21
2015,355,0.00,11.79,-1.54
2015,356,0.00,9.41,4.83
2015,357,0.00,10.74,2.67
2015,358,0.00,9.72,0.29
2015,359,0.00,5.90,-0.04
2015,360,0.00,5.66,-0.62
2015,361,0.00,7.75,-4.17
2015,362,0.00,5.75,-5.64
2015,363,0.00,7.35,-5.08
2015,364,0.00,7.62,-5.44
2015,365,0.00,8.00,-5.05
2016,1,0.00,8.78,-3.75
2016,2,0.00,12.32,-0.88
2016,3,0.00,12.54,2.08
2016,4,0.00,8.55,4.13
2016,5,27.46,6.76,2.74
2016,6,26.41,5.92,0.49
2016,7,20.93,3.62,0.01
2016,8,0.00,6.66,-3.36
2016,9,0.00,8.24,-3.42
2016,10,0.00,8.52,1.42
2016,11,0.00,9.11,-1.09
2016,12,0.00,13.71,-0.79
2016,13,0.00,12.64,-1.84
2016,14,0.00,13.88,-1.24
2016,15,0.00,10.78,0.51
2016,16,0.00,14.15,0.28
2016,17,0.00,17.00,2.68
2016,18,0.00,12.15,1.87
2016,19,0.00,14.37,0.45
2016,20,0.00,16.35,2.34
2016,21,0.00,15.54,3.05
2016,22,0.00,16.87,0.72
2016,23,0.00,12.94,1.63
2016,24,0.00,12.44,-0.13
2016,25,0.00,12.90,-0.09
2016,26,0.00,14.40,0.54
2016,27,0.00,14.78,0.72
2016,28,0.00,17.58,1.17
2016,29,0.00,18.61,4.18
2016,30,0.00,15.83,5.18
2016,31,17.53,10.30,-0.86
2016,32,0.00,4.05,-2.35
2016,33,0.00,6.37,-5.86
2016,34,0.00,7.87,-3.59
2016,35,0.00,12.62,-2.41
2016,36,0.00,14.50,1.84
2016,37,0.00,16.83,2.98
2016,38,0.00,20.21,4.58
2016,39,0.00,20.75,11.33
2016,40,0.00,22.94,6.99
2016,41,0.00,22.07,4.56
2016,42,0.00,22.36,3.71
2016,43,0.00,23.12,4.12
2016,44,0.00,22.17,3.31
2016,45,0.00,23.70,5.96
2016,46,0.00,23.43,9.81
2016,47,0.00,23.91,5.10
2016,48,0.00,21.09,5.29
2016,49,0.00,15.43,5.47
2016,50,0.00,17.63,3.76
2016,51,0.00,21.30,3.10
2016,52,0.00,22.37,3.94
2016,53,0.00,21.82,4.85
2016,54,0.00,17.35,3.93
2016,55,0.00,17.65,2.39
2016,56,0.00,21.18,2.07
2016,57,0.00,22.23,3.30
2016,58,0.00,22.77,5.57
2016,59,0.00,23.49,6.47
2016,60,0.00,23.68,6.70
2016,61,0.00,23.31,6.11
2016,62,0.00,22.91,6.54
2016,63,0.00,22.48,6.53
2016,64,0.00,21.82,4.51
2016,65,0.00,18.57,6.01
2016,66,0.00,10.72,5.02
2016,67,0.00,6.10,0.61
2016,68,0.00,13.43,-0.91
2016,69,0.00,19.52,2.50
2016,70,0.00,21.92,5.03
2016,71,0.00,16.77,3.61
2016,72,0.00,11.77,1.46
2016,73,0.00,14.89,2.61
2016,74,0.00,15.72,5.53
2016,75,0.00,21.42,5.31
2016,76,0.00,22.45,5.49
2016,77,0.00,22.37,5.62
2016,78,0.00,23.43,6.40
2016,79,0.00,22.88,6.13
2016,80,0.00,23.24,4.81
2016,81,0.00,20.21,5.22
2016,82,0.00,14.76,3.80
2016,83,0.00,16.66,3.00
2016,84,0.00,21.33,3.43
2016,85,0.00,22.22,4.23
2016,86,0.00,22.11,5.71
2016,87,0.00,20.68,4.16
2016,88,0.00,12.73,3.15
2016,89,0.00,8.84,1.38
2016,90,0.00,10.11,-1.63
2016,91,0.00,16.04,0.82
2016,92,0.00,20.58,4.68
2016,93,0.00,22.26,4.07
2016,94,0.00,23.77,4.93
2016,95,0.00,23.70,6.13
2016,96,0.00,25.13,7.05
2016,97,0.00,26.46,9.92
2016,98,5.97,18.06,11.08
2016,99,9.61,13.53,8.74
2016,100,0.00,13.64,5.30
2016,101,0.00,11.42,6.44
2016,102,0.00,14.27,3.98
2016,103,0.00,19.13,4.62
2016,104,0.00,20.07,6.75
2016,105,0.00,19.33,7.38
2016,106,0.00,17.95,7.01
2016,107,0.00,20.88,6.67
2016,108,0.00,22.68,7.12
2016,109,0.00,24.65,4.90
2016,110,0.00,25.49,6.75
2016,111,0.00,25.46,7.59
2016,112,0.00,25.50,7.24
2016,113,0.00,23.44,7.89
2016,114,0.00,20.58,5.52
2016,115,0.00,21.40,5.06
2016,116,0.00,12.88,3.63
2016,117,0.00,17.12,1.85
2016,118,0.00,17.70,4.79
2016,119,0.00,11.70,3.90
2016,120,0.00,18.90,3.04
2016,121,0.00,14.09,6.56
2016,122,0.00,19.66,6.85
2016,123,0.00,21.89,6.05
2016,124,0.00,25.84,8.47
2016,125,0.00,25.63,8.90
2016,126,0.00,16.09,6.50
2016,127,0.00,11.51,4.78
2016,128,0.00,15.03,5.88
2016,129,0.00,16.99,5.01
2016,130,0.00,20.11,6.27
2016,131,0.00,22.90,7.65
2016,132,0.00,26.88,9.20
2016,133,0.00,29.33,13.38
2016,134,0.00,29.18,11.55
2016,135,0.00,28.49,11.75
2016,136,0.00,18.52,8.95
2016,137,0.00,22.78,7.46
2016,138,0.34,22.85,8.24
2016,139,0.00,24.87,9.43
2016,140,0.00,26.45,10.37
2016,141,0.00,21.13,6.93
2016,142,0.00,16.37,4.28
2016,143,0.00,19.62,3.74
2016,144,0.00,18.92,4.32
2016,145,0.00,17.48,4.93
2016,146,0.00,15.43,3.81
2016,147,0.00,21.51,5.61
2016,148,0.00,24.42,8.95
2016,149,0.00,25.70,9.64
2016,150,0.00,23.85,8.59
2016,151,0.00,27.34,8.31
2016,152,0.00,32.08,13.99
2016,153,0.00,32.60,15.13
2016,154,0.00,32.72,16.25
2016,155,0.00,34.45,14.93
2016,156,0.00,34.95,15.25
2016,157,0.00,33.05,15.71
2016,158,0.00,30.89,14.92
2016,159,0.00,31.63,15.23
2016,160,0.00,33.02,17.03
2016,161,0.00,32.40,15.91
2016,162,0.00,28.97,14.57
2016,163,0.00,26.03,12.74
2016,164,0.00,24.66,8.37
2016,165,0.00,25.36,8.88
2016,166,0.00,26.84,11.32
2016,167,0.00,23.88,10.78
2016,168,0.00,25.63,11.06
2016,169,0.00,29.40,11.95
2016,170,0.00,32.14,12.40
2016,171,0.00,37.77,17.30
2016,172,0.00,38.98,19.66
2016,173,0.00,35.50,21.27
2016,174,0.00,33.59,18.16
2016,175,0.00,32.63,17.06
2016,176,0.00,32.54,17.85
2016,177,0.00,33.53,16.72
2016,178,0.00,35.23,16.63
2016,179,0.00,33.58,20.37
2016,180,0.00,35.05,20.29
2016,181,0.00,35.10,19.82
2016,182,0.00,32.38,18.86
2016,183,0.00,32.16,19.78
2016,184,0.00,32.35,18.46
2016,185,0.00,32.14,17.11
2016,186,0.00,32.59,16.26
2016,187,0.00,31.95,15.50
2016,188,0.00,30.06,14.38
2016,189,0.00,31.31,14.01
2016,190,0.00,32.18,14.60
2016,191,0.00,31.85,15.35
2016,192,0.00,31.44,17.30
2016,193,0.00,31.28,13.85
2016,194,0.00,31.43,14.11
2016,195,0.00,33.36,14.06
2016,196,0.00,33.63,15.36
2016,197,0.00,34.12,16.59
2016,198,0.00,33.07,18.96
2016,199,0.00,32.67,18.11
2016,200,0.00,32.56,16.74
2016,201,0.00,33.64,17.08
2016,202,0.00,34.73,18.62
2016,203,0.00,35.75,20.25
2016,204,0.00,37.16,19.18
2016,205,0.00,35.89,19.07
2016,206,0.00,34.14,20.12
2016,207,0.00,33.60,20.14
2016,208,0.00,35.47,19.93
2016,209,0.00,35.35,21.31
2016,210,0.00,35.93,21.06
2016,211,0.00,36.57,21.39
2016,212,0.00,32.53,20.39
2016,213,0.00,31.30,18.84
2016,214,0.00,31.78,18.58
2016,215,0.00,32.19,19.59
2016,216,0.00,32.04,20.15
2016,217,0.00,32.57,18.98
2016,218,0.00,32.54,19.25
2016,219,0.00,33.91,18.07
2016,220,0.00,33.60,18.24
2016,221,0.00,34.01,16.81
2016,222,0.00,32.14,12.91
2016,223,0.00,31.45,15.69
2016,224,0.00,30.99,17.84
2016,225,0.00,31.56,18.65
2016,226,0.00,34.45,18.22
2016,227,0.00,35.04,19.43
2016,228,0.00,35.11,18.37
2016,229,0.00,34.47,19.51
2016,230,0.00,34.13,19.83
2016,231,0.00,32.62,19.29
2016,232,0.00,31.40,18.46
2016,233,0.00,31.02,17.34
2016,234,0.00,28.40,16.92
2016,235,0.00,29.47,15.49
2016,236,0.00,30.52,16.03
2016,237,0.00,31.56,16.99
2016,238,0.00,30.82,16.23
2016,239,0.00,29.33,15.53
2016,240,0.00,29.38,15.18
2016,241,0.00,31.37,15.08
2016,242,0.00,35.26,15.88
2016,243,0.00,35.03,18.09
2016,244,0.00,33.09,16.95
2016,245,0.00,32.51,17.21
2016,246,0.00,31.36,16.54
2016,247,0.00,29.44,13.86
2016,248,0.00,25.96,11.69
2016,249,0.00,25.82,8.55
2016,250,0.00,29.28,11.56
2016,251,0.00,29.74,14.21
2016,252,0.00,29.88,15.55
2016,253,0.00,30.65,15.52
2016,254,0.00,32.63,14.57
2016,255,0.00,29.81,15.58
2016,256,0.00,27.55,12.48
2016,257,0.00,20.89,8.32
2016,258,0.00,25.11,6.33
2016,259,0.00,27.19,7.94
2016,260,0.00,29.86,10.52
2016,261,0.00,31.00,11.84
2016,262,0.00,32.86,15.41
2016,263,0.00,30.31,15.22
2016,264,15.74,20.89,16.01
2016,265,8.57,21.21,15.42
2016,266,0.00,22.04,10.89
2016,267,0.00,22.45,6.07
2016,268,0.00,27.38,9.04
2016,269,0.00,27.34,15.56
2016,270,0.00,26.85,14.15
2016,271,0.00,22.50,13.64
2016,272,0.00,24.60,12.72
2016,273,0.00,26.89,11.95
2016,274,0.00,27.49,12.79
2016,275,0.00,25.59,13.30
2016,276,0.00,23.64,8.22
2016,277,0.00,19.64,6.37
2016,278,0.00,22.01,8.64
2016,279,0.00,22.30,7.06
2016,280,0.00,24.20,7.26
2016,281,0.00,25.57,8.42
2016,282,0.00,27.62,8.77
2016,283,0.00,27.83,10.61
2016,284,0.00,26.78,10.24
2016,285,0.00,25.69,9.06
2016,286,0.00,25.48,9.28
2016,287,0.00,27.17,10.23
2016,288,0.00,26.75,10.50
2016,289,0.00,25.09,10.56
2016,290,0.00,22.38,11.46
2016,291,0.00,20.00,9.61
2016,292,0.00,25.01,8.40
2016,293,0.00,24.56,11.86
2016,294,0.00,26.69,11.78
2016,295,0.00,28.25,9.51
2016,296,0.00,26.35,9.92
2016,297,0.00,24.65,11.52
2016,298,14.58,20.38,11.19
2016,299,0.00,22.52,8.15
2016,300,0.00,23.94,8.28
2016,301,0.00,23.67,9.24
2016,302,0.00,22.25,11.75
2016,303,0.00,24.18,12.34
2016,304,0.00,19.38,10.26
2016,305,0.00,15.48,6.11
2016,306,0.00,15.69,4.54
2016,307,0.00,19.18,7.67
2016,308,0.00,22.16,9.46
2016,309,0.00,22.70,7.49
2016,310,0.00,22.97,7.71
2016,311,0.00,21.59,6.38
2016,312,0.00,23.24,6.88
2016,313,0.00,24.95,12.06
2016,314,0.00,22.92,13.67
2016,315,0.00,21.74,11.35
2016,316,0.00,22.13,7.89
2016,317,0.00,21.30,6.96
2016,318,0.00,22.77,6.48
2016,319,0.00,25.00,7.44
2016,320,0.00,24.25,7.96
2016,321,0.00,20.73,6.46
2016,322,0.00,13.89,0.78
2016,323,0.00,16.47,2.40
2016,324,0.00,20.55,3.29
2016,325,0.00,18.40,8.31
2016,326,0.00,11.04,4.14
2016,327,0.00,15.07,1.77
2016,328,0.00,17.10,1.66
2016,329,0.00,18.41,3.05
2016,330,0.00,18.51,-0.41
2016,331,10.76,12.89,-0.03
2016,332,0.00,7.23,0.42
2016,333,0.00,8.44,-0.10
2016,334,0.00,10.58,1.23
2016,335,0.00,12.00,-2.11
2016,336,0.00,11.22,-0.29
2016,337,0.00,8.89,2.69
2016,338,0.00,13.63,1.04
2016,339,0.00,19.33,3.34
2016,340,0.00,15.61,1.78
2016,341,0.00,11.00,0.24
2016,342,0.00,10.68,-0.18
2016,343,0.00,13.78,-0.56
2016,344,0.00,15.16,2.53
2016,345,0.00,17.13,2.35
2016,346,0.00,18.12,5.55
2016,347,0.00,16.85,4.76
2016,348,0.00,17.60,5.46
2016,349,0.00,20.31,5.10
2016,350,0.00,17.30,4.79
2016,351,32.84,13.06,3.34
2016,352,0.00,7.34,-3.50
2016,353,0.00,9.33,-3.70
2016,354,0.00,12.98,1.08
2016,355,0.00,16.53,4.07
2016,356,25.80,12.44,4.17
2016,357,21.19,9.24,5.99
2016,358,13.30,9.26,3.91
2016,359,12.25,6.20,-0.22
2016,360,0.00,4.78,-5.03
2016,361,0.00,7.41,-3.08
2016,362,0.00,14.44,1.02
2016,363,0.00,16.84,2.84
2016,364,0.00,17.17,3.54
2016,365,0.00,11.35,3.24
2017,1,0.00,9.68,-0.11
2017,2,0.00,7.63,2.30
2017,3,0.00,9.46,0.96
2017,4,0.00,12.43,0.24
2017,5,0.00,12.51,5.12
2017,6,0.00,12.72,2.10
2017,7,0.00,13.66,3.21
2017,8,0.00,18.32,5.47
2017,9,5.99,14.52,5.68
2017,10,0.00,12.38,4.61
2017,11,0.00,11.29,4.11
2017,12,13.92,7.78,3.42
2017,13,17.39,6.54,1.61
2017,14,0.00,12.65,3.64
2017,15,0.00,11.83,0.63
2017,16,0.00,11.18,-0.50
2017,17,0.00,12.87,-1.82
2017,18,11.01,12.91,-1.25
2017,19,17.04,7.43,0.39
2017,20,34.08,6.94,-0.96
2017,21,22.50,7.33,-1.28
2017,22,44.02,7.50,1.65
2017,23,28.01,6.80,-0.76
2017,24,0.00,6.44,-4.05
2017,25,0.00,9.05,-6.12
2017,26,0.00,8.67,-4.25
2017,27,0.00,7.89,-1.93
2017,28,0.00,14.29,-1.43
2017,29,0.00,17.14,2.30
2017,30,0.00,18.32,1.45
2017,31,0.00,18.39,0.52
2017,32,0.00,17.37,0.13
2017,33,0.00,15.50,2.40
2017,34,0.00,15.74,4.50
2017,35,0.00,16.45,2.57
2017,36,0.00,16.12,1.40
2017,37,0.00,11.47,4.90
2017,38,0.00,15.91,6.68
2017,39,0.00,19.69,7.40
2017,40,0.00,23.43,7.44
2017,41,0.00,19.89,7.30
2017,42,0.00,13.19,6.83
2017,43,0.00,15.60,4.40
2017,44,0.00,18.60,5.89
2017,45,0.00,18.80,4.91
2017,46,0.00,19.53,3.81
2017,47,0.00,18.22,2.25
2017,48,15.78,14.81,5.67
2017,49,12.85,8.24,3.63
2017,50,0.00,10.80,1.05
2017,51,0.00,15.09,4.28
2017,52,0.00,16.90,6.06
2017,53,0.00,14.08,3.66
2017,54,0.00,10.35,2.21
2017,55,0.00,11.52,-1.11
2017,56,0.00,12.02,-0.70
2017,57,0.00,9.42,1.42
